"Time (UTCG)","ax (km/sec^2)","ay (km/sec^2)","az (km/sec^2)"
1 Jan 2018 10:52:00.000,-0.00125529294,0.00054264988,0.00029041645
1 Jan 2018 10:54:00.000,-0.00133678361,0.00042077585,0.00022386911
1 Jan 2018 10:56:00.000,-0.00139779711,0.00028639857,0.00015076170
1 Jan 2018 10:58:00.000,-0.00143543659,0.00014337894,0.00007299707
1 Jan 2018 11:00:00.000,-0.00144759763,-0.00000437228,-0.00000741028
1 Jan 2018 11:02:00.000,-0.00143304279,-0.00015192349,-0.00008734254
1 Jan 2018 11:04:00.000,-0.00139333328,-0.00029437914,-0.00016450318
1 Jan 2018 11:06:00.000,-0.00133057297,-0.00042791526,-0.00023679500
1 Jan 2018 11:08:00.000,-0.00124768412,-0.00054907758,-0.00030222761
1 Jan 2018 11:10:00.000,-0.00114844846,-0.00065526252,-0.00035947736
1 Jan 2018 11:12:00.000,-0.00103703652,-0.00074481556,-0.00040768873
1 Jan 2018 11:14:00.000,-0.00091763018,-0.00081710582,-0.00044652241
1 Jan 2018 11:16:00.000,-0.00079407368,-0.00087238311,-0.00047608277
1 Jan 2018 11:18:00.000,-0.00066976738,-0.00091135019,-0.00049677685
1 Jan 2018 11:20:00.000,-0.00054780495,-0.00093534812,-0.00050934545
1 Jan 2018 11:22:00.000,-0.00043047809,-0.00094621589,-0.00051480676
1 Jan 2018 11:24:00.000,-0.00031927059,-0.00094579262,-0.00051418005
1 Jan 2018 11:26:00.000,-0.00021520068,-0.00093583729,-0.00050841831
1 Jan 2018 11:28:00.000,-0.00011887507,-0.00091803413,-0.00049843142
1 Jan 2018 11:30:00.000,-0.00003054491,-0.00089394256,-0.00048506714
1 Jan 2018 11:32:00.000,0.00004983347,-0.00086495494,-0.00046907966
1 Jan 2018 11:34:00.000,0.00012251137,-0.00083226913,-0.00045111297
